k,ZMP_ref_x,ZMP_ref_y,ZMP_x,COM_x,ZMP_y,COM_y
7945,0.390736,-0.0314719,0.390465,0.380721,-0.0309283,-0.0113537
7946,0.391033,-0.0320666,0.390771,0.380843,-0.0315392,-0.0115972
7947,0.391327,-0.0326544,0.391073,0.380965,-0.0321435,-0.0118398
7948,0.391618,-0.0332352,0.391372,0.381087,-0.0327409,-0.0120815
7949,0.391904,-0.0338088,0.391667,0.381209,-0.0333314,-0.0123223
7950,0.392188,-0.034375,0.391959,0.381329,-0.0339147,-0.0125622
7951,0.392467,-0.0349337,0.392247,0.38145,-0.0344907,-0.012801
7952,0.392742,-0.0354848,0.392531,0.38157,-0.0350593,-0.013039
7953,0.393014,-0.0360281,0.392811,0.381689,-0.0356203,-0.0132759
7954,0.393282,-0.0365634,0.393088,0.381808,-0.0361736,-0.0135118
7955,0.393545,-0.0370906,0.393361,0.381926,-0.036719,-0.0137468
7956,0.393805,-0.0376096,0.393629,0.382044,-0.0372564,-0.0139807
7957,0.39406,-0.0381202,0.393894,0.382161,-0.0377855,-0.0142136
7958,0.394311,-0.0386222,0.394154,0.382278,-0.0383063,-0.0144454
7959,0.394558,-0.0391155,0.39441,0.382395,-0.0388185,-0.0146761
7960,0.3948,-0.0396,0.394662,0.38251,-0.0393221,-0.0149058
7961,0.395038,-0.0400755,0.39491,0.382626,-0.0398168,-0.0151344
7962,0.395271,-0.0405418,0.395152,0.38274,-0.0403025,-0.0153619
7963,0.395499,-0.0409988,0.395391,0.382854,-0.0407791,-0.0155883
7964,0.395723,-0.0414464,0.395624,0.382968,-0.0412462,-0.0158135
7965,0.395942,-0.0418844,0.395853,0.383081,-0.0417039,-0.0160376
7966,0.396156,-0.0423126,0.396077,0.383193,-0.0421518,-0.0162606
7967,0.396365,-0.0427309,0.396296,0.383305,-0.0425899,-0.0164824
7968,0.39657,-0.0431392,0.39651,0.383416,-0.0430179,-0.0167031
7969,0.396769,-0.0435373,0.396719,0.383527,-0.0434356,-0.0169226
7970,0.396963,-0.043925,0.396923,0.383637,-0.0438429,-0.0171409
7971,0.397151,-0.0443022,0.397121,0.383747,-0.0442396,-0.017358
7972,0.397334,-0.0446688,0.397314,0.383856,-0.0446255,-0.0175739
7973,0.397512,-0.0450246,0.397501,0.383964,-0.0450004,-0.0177886
7974,0.397685,-0.0453694,0.397683,0.384072,-0.0453641,-0.0180021
7975,0.397852,-0.0457031,0.397859,0.384179,-0.0457165,-0.0182144
7976,0.398013,-0.0460256,0.39803,0.384285,-0.0460573,-0.0184254
7977,0.398168,-0.0463367,0.398194,0.384391,-0.0463863,-0.0186352
7978,0.398318,-0.0466362,0.398353,0.384496,-0.0467034,-0.0188438
7979,0.398462,-0.046924,0.398505,0.384601,-0.0470085,-0.0190511
7980,0.3986,-0.0472,0.398652,0.384705,-0.0473013,-0.0192572
7981,0.398732,-0.047464,0.398792,0.384808,-0.0475818,-0.0194621
7982,0.398858,-0.0477158,0.398926,0.384911,-0.0478497,-0.0196657
7983,0.398978,-0.0479553,0.399053,0.385013,-0.0481049,-0.019868
7984,0.399091,-0.0481824,0.399175,0.385115,-0.0483475,-0.020069
7985,0.399198,-0.0483969,0.39929,0.385216,-0.0485772,-0.0202689
7986,0.399299,-0.0485986,0.399398,0.385316,-0.0487941,-0.0204674
7987,0.399394,-0.0487874,0.3995,0.385416,-0.0489982,-0.0206647
7988,0.399482,-0.0489632,0.399596,0.385515,-0.0491894,-0.0208607
7989,0.399563,-0.0491258,0.399685,0.385613,-0.0493679,-0.0210555
7990,0.399638,-0.049275,0.399768,0.385711,-0.0495337,-0.021249
7991,0.399705,-0.0494107,0.399845,0.385808,-0.0496871,-0.0214412
7992,0.399766,-0.0495328,0.399915,0.385905,-0.0498281,-0.0216322
7993,0.399821,-0.0496411,0.39998,0.386,-0.0499572,-0.0218219
7994,0.399868,-0.0497354,0.400038,0.386096,-0.0500746,-0.0220103
7995,0.399908,-0.0498156,0.400091,0.38619,-0.0501806,-0.0221975
7996,0.399941,-0.0498816,0.400139,0.386284,-0.0502758,-0.0223835
7997,0.399967,-0.0499332,0.400181,0.386378,-0.0503606,-0.0225682
7998,0.399985,-0.0499702,0.400219,0.386471,-0.0504356,-0.0227517
7999,0.399996,-0.0499925,0.400252,0.386563,-0.0505013,-0.0229339
8000,0.4,-0.05,0.40028,0.386654,-0.0505585,-0.023115
8001,0.4,-0.05,0.400305,0.386745,-0.0506079,-0.0232948
8002,0.4,-0.05,0.400326,0.386836,-0.0506499,-0.0234733
8003,0.4,-0.05,0.400343,0.386925,-0.0506851,-0.0236507
8004,0.4,-0.05,0.400358,0.387014,-0.0507139,-0.0238268
8005,0.4,-0.05,0.400369,0.387103,-0.0507369,-0.0240018
8006,0.4,-0.05,0.400378,0.387191,-0.0507547,-0.0241756
8007,0.4,-0.05,0.400385,0.387278,-0.0507677,-0.0243482
8008,0.4,-0.05,0.400389,0.387365,-0.0507766,-0.0245196
8009,0.4,-0.05,0.400392,0.387451,-0.0507818,-0.0246898
8010,0.4,-0.05,0.400393,0.387537,-0.0507839,-0.0248589
8011,0.4,-0.05,0.400393,0.387622,-0.0507833,-0.0250268
8012,0.4,-0.05,0.400391,0.387707,-0.0507805,-0.0251935
8013,0.4,-0.05,0.400389,0.387791,-0.0507758,-0.0253592
8014,0.4,-0.05,0.400386,0.387874,-0.0507696,-0.0255236
8015,0.4,-0.05,0.400382,0.387957,-0.0507623,-0.025687
8016,0.4,-0.05,0.400378,0.388039,-0.050754,-0.0258493
8017,0.4,-0.05,0.400373,0.388121,-0.0507452,-0.0260104
8018,0.4,-0.05,0.400369,0.388202,-0.0507359,-0.0261704
8019,0.4,-0.05,0.400364,0.388282,-0.0507263,-0.0263294
8020,0.4,-0.05,0.400359,0.388362,-0.0507167,-0.0264872
8021,0.4,-0.05,0.400354,0.388442,-0.0507071,-0.026644
8022,0.4,-0.05,0.40035,0.388521,-0.0506977,-0.0267997
8023,0.4,-0.05,0.400345,0.3886,-0.0506885,-0.0269543
8024,0.4,-0.05,0.400341,0.388677,-0.0506795,-0.0271079
8025,0.4,-0.05,0.400336,0.388755,-0.0506709,-0.0272604
8026,0.4,-0.05,0.400332,0.388832,-0.0506626,-0.0274119
8027,0.4,-0.05,0.400328,0.388908,-0.0506548,-0.0275623
8028,0.4,-0.05,0.400324,0.388984,-0.0506472,-0.0277117
8029,0.4,-0.05,0.400321,0.38906,-0.0506401,-0.0278601
8030,0.4,-0.05,0.400317,0.389134,-0.0506333,-0.0280075
8031,0.4,-0.05,0.400314,0.389209,-0.0506269,-0.0281538
8032,0.4,-0.05,0.400311,0.389283,-0.0506209,-0.0282992
8033,0.4,-0.05,0.400308,0.389356,-0.0506151,-0.0284436
8034,0.4,-0.05,0.400306,0.389429,-0.0506097,-0.0285869
8035,0.4,-0.05,0.400303,0.389501,-0.0506045,-0.0287293
8036,0.4,-0.05,0.4003,0.389573,-0.0505996,-0.0288708
8037,0.4,-0.05,0.400298,0.389645,-0.0505948,-0.0290112
8038,0.4,-0.05,0.400296,0.389716,-0.0505903,-0.0291507
8039,0.4,-0.05,0.400294,0.389786,-0.050586,-0.0292892
8040,0.4,-0.05,0.400292,0.389856,-0.0505818,-0.0294268
8041,0.4,-0.05,0.40029,0.389926,-0.0505778,-0.0295634
8042,0.4,-0.05,0.400288,0.389995,-0.0505739,-0.0296991
8043,0.4,-0.05,0.400286,0.390064,-0.0505701,-0.0298339
8044,0.4,-0.05,0.400284,0.390132,-0.0505663,-0.0299678
8045,0.4,-0.05,0.400282,0.3902,-0.0505627,-0.0301007
8046,0.4,-0.05,0.40028,0.390267,-0.0505591,-0.0302327
8047,0.4,-0.05,0.400278,0.390334,-0.0505555,-0.0303638
8048,0.4,-0.05,0.400277,0.3904,-0.050552,-0.030494
8049,0.4,-0.05,0.400275,0.390466,-0.0505486,-0.0306233
8050,0.4,-0.05,0.400273,0.390532,-0.0505451,-0.0307518
8051,0.4,-0.05,0.400271,0.390597,-0.0505417,-0.0308793
8052,0.4,-0.05,0.40027,0.390662,-0.0505383,-0.031006
8053,0.4,-0.05,0.400268,0.390726,-0.0505349,-0.0311318
8054,0.4,-0.05,0.400266,0.39079,-0.0505315,-0.0312567
8055,0.4,-0.05,0.400265,0.390853,-0.0505282,-0.0313808
8056,0.4,-0.05,0.400263,0.390916,-0.0505248,-0.031504
8057,0.4,-0.05,0.400261,0.390979,-0.0505215,-0.0316264
8058,0.4,-0.05,0.40026,0.391041,-0.0505181,-0.0317479
8059,0.4,-0.05,0.400258,0.391103,-0.0505148,-0.0318686
8060,0.4,-0.05,0.400256,0.391164,-0.0505115,-0.0319884
8061,0.4,-0.05,0.400255,0.391225,-0.0505082,-0.0321075
8062,0.4,-0.05,0.400253,0.391285,-0.0505049,-0.0322257
8063,0.4,-0.05,0.400251,0.391346,-0.0505016,-0.0323431
8064,0.4,-0.05,0.40025,0.391405,-0.0504983,-0.0324596
8065,0.4,-0.05,0.400248,0.391465,-0.050495,-0.0325754
8066,0.4,-0.05,0.400246,0.391524,-0.0504917,-0.0326904
8067,0.4,-0.05,0.400245,0.391582,-0.0504885,-0.0328046
8068,0.4,-0.05,0.400243,0.39164,-0.0504853,-0.032918
8069,0.4,-0.05,0.400242,0.391698,-0.0504821,-0.0330306
8070,0.4,-0.05,0.40024,0.391756,-0.0504789,-0.0331425
8071,0.4,-0.05,0.400238,0.391813,-0.0504757,-0.0332535
8072,0.4,-0.05,0.400237,0.391869,-0.0504725,-0.0333638
8073,0.4,-0.05,0.400235,0.391925,-0.0504694,-0.0334734
8074,0.4,-0.05,0.400234,0.391981,-0.0504662,-0.0335821
8075,0.4,-0.05,0.400232,0.392037,-0.0504631,-0.0336902
8076,0.4,-0.05,0.400231,0.392092,-0.05046,-0.0337974
8077,0.4,-0.05,0.400229,0.392147,-0.050457,-0.033904
8078,0.4,-0.05,0.400228,0.392201,-0.0504539,-0.0340098
8079,0.4,-0.05,0.400226,0.392255,-0.0504509,-0.0341148
8080,0.4,-0.05,0.400224,0.392309,-0.0504479,-0.0342192
8081,0.4,-0.05,0.400223,0.392363,-0.0504449,-0.0343228
8082,0.4,-0.05,0.400221,0.392416,-0.0504419,-0.0344257
8083,0.4,-0.05,0.40022,0.392468,-0.050439,-0.0345278
8084,0.4,-0.05,0.400219,0.392521,-0.0504361,-0.0346293
8085,0.4,-0.05,0.400217,0.392573,-0.0504331,-0.0347301
8086,0.4,-0.05,0.400216,0.392624,-0.0504303,-0.0348301
8087,0.4,-0.05,0.400214,0.392676,-0.0504274,-0.0349295
8088,0.4,-0.05,0.400213,0.392727,-0.0504245,-0.0350282
8089,0.4,-0.05,0.400211,0.392777,-0.0504217,-0.0351262
8090,0.4,-0.05,0.40021,0.392828,-0.0504189,-0.0352235
8091,0.4,-0.05,0.400209,0.392877,-0.0504161,-0.0353201
8092,0.4,-0.05,0.400207,0.392927,-0.0504133,-0.035416
8093,0.4,-0.05,0.400206,0.392976,-0.0504106,-0.0355113
8094,0.4,-0.05,0.400204,0.393025,-0.0504078,-0.035606
8095,0.4,-0.05,0.400203,0.393074,-0.0504051,-0.0356999
8096,0.4,-0.05,0.400202,0.393123,-0.0504024,-0.0357932
8097,0.4,-0.05,0.4002,0.393171,-0.0503997,-0.0358859
8098,0.4,-0.05,0.400199,0.393218,-0.0503971,-0.0359779
8099,0.4,-0.05,0.400198,0.393266,-0.0503944,-0.0360693
8100,0.4,-0.05,0.400196,0.393313,-0.0503918,-0.03616
8101,0.4,-0.05,0.400195,0.39336,-0.0503892,-0.0362501
8102,0.4,-0.05,0.400194,0.393406,-0.0503866,-0.0363395
8103,0.4,-0.05,0.400192,0.393452,-0.050384,-0.0364284
8104,0.4,-0.05,0.400191,0.393498,-0.0503815,-0.0365166
8105,0.4,-0.05,0.40019,0.393544,-0.050379,-0.0366042
8106,0.4,-0.05,0.400189,0.393589,-0.0503764,-0.0366912
8107,0.4,-0.05,0.400187,0.393634,-0.0503739,-0.0367775
8108,0.4,-0.05,0.400186,0.393679,-0.0503714,-0.0368633
8109,0.4,-0.05,0.400185,0.393723,-0.050369,-0.0369485
8110,0.4,-0.05,0.400184,0.393768,-0.0503665,-0.037033
8111,0.4,-0.05,0.400182,0.393811,-0.0503641,-0.037117
8112,0.4,-0.05,0.400181,0.393855,-0.0503617,-0.0372004
8113,0.4,-0.05,0.40018,0.393898,-0.0503592,-0.0372832
8114,0.4,-0.05,0.400179,0.393941,-0.0503569,-0.0373654
8115,0.4,-0.05,0.400178,0.393984,-0.0503545,-0.037447
8116,0.4,-0.05,0.400176,0.394027,-0.0503521,-0.0375281
8117,0.4,-0.05,0.400175,0.394069,-0.0503498,-0.0376085
8118,0.4,-0.05,0.400174,0.394111,-0.0503475,-0.0376884
8119,0.4,-0.05,0.400173,0.394152,-0.0503451,-0.0377678
8120,0.4,-0.05,0.400172,0.394194,-0.0503428,-0.0378466
8121,0.4,-0.05,0.400171,0.394235,-0.0503406,-0.0379248
8122,0.4,-0.05,0.40017,0.394276,-0.0503383,-0.0380025
8123,0.4,-0.05,0.400168,0.394316,-0.050336,-0.0380796
8124,0.4,-0.05,0.400167,0.394357,-0.0503338,-0.0381562
8125,0.4,-0.05,0.400166,0.394397,-0.0503316,-0.0382322
8126,0.4,-0.05,0.400165,0.394436,-0.0503294,-0.0383077
8127,0.4,-0.05,0.400164,0.394476,-0.0503272,-0.0383827
8128,0.4,-0.05,0.400163,0.394515,-0.050325,-0.0384571
8129,0.4,-0.05,0.400162,0.394554,-0.0503228,-0.038531
8130,0.4,-0.05,0.400161,0.394593,-0.0503207,-0.0386044
8131,0.4,-0.05,0.40016,0.394632,-0.0503186,-0.0386772
8132,0.4,-0.05,0.400159,0.39467,-0.0503164,-0.0387496
8133,0.4,-0.05,0.400158,0.394708,-0.0503143,-0.0388214
8134,0.4,-0.05,0.400156,0.394746,-0.0503122,-0.0388927
8135,0.4,-0.05,0.400155,0.394783,-0.0503102,-0.0389635
8136,0.4,-0.05,0.400154,0.394821,-0.0503081,-0.0390338
8137,0.4,-0.05,0.400153,0.394858,-0.0503061,-0.0391036
8138,0.4,-0.05,0.400152,0.394895,-0.050304,-0.0391729
8139,0.4,-0.05,0.400151,0.394931,-0.050302,-0.0392417
8140,0.4,-0.05,0.40015,0.394968,-0.0503,-0.0393099
8141,0.4,-0.05,0.400149,0.395004,-0.050298,-0.0393778
8142,0.4,-0.05,0.400148,0.39504,-0.050296,-0.0394451
8143,0.4,-0.05,0.400147,0.395075,-0.050294,-0.0395119
8144,0.4,-0.05,0.400146,0.395111,-0.0502921,-0.0395783
8145,0.4,-0.05,0.400145,0.395146,-0.0502901,-0.0396441
8146,0.4,-0.05,0.400144,0.395181,-0.0502882,-0.0397095
8147,0.4,-0.05,0.400143,0.395216,-0.0502863,-0.0397745
8148,0.4,-0.05,0.400143,0.395251,-0.0502844,-0.0398389
8149,0.4,-0.05,0.400142,0.395285,-0.0502825,-0.0399029
8150,0.4,-0.05,0.400141,0.395319,-0.0502806,-0.0399665
8151,0.4,-0.05,0.40014,0.395353,-0.0502787,-0.0400295
8152,0.4,-0.05,0.400139,0.395387,-0.0502769,-0.0400922
8153,0.4,-0.05,0.400138,0.39542,-0.050275,-0.0401543
8154,0.4,-0.05,0.400137,0.395454,-0.0502732,-0.040216
8155,0.4,-0.05,0.400136,0.395487,-0.0502714,-0.0402773
8156,0.4,-0.05,0.400135,0.39552,-0.0502696,-0.0403381
8157,0.4,-0.05,0.400134,0.395552,-0.0502678,-0.0403985
8158,0.4,-0.05,0.400133,0.395585,-0.050266,-0.0404584
8159,0.4,-0.05,0.400132,0.395617,-0.0502642,-0.0405179
8160,0.4,-0.05,0.400132,0.395649,-0.0502625,-0.040577
8161,0.4,-0.05,0.400131,0.395681,-0.0502607,-0.0406356
8162,0.4,-0.05,0.40013,0.395713,-0.050259,-0.0406938
8163,0.4,-0.05,0.400129,0.395744,-0.0502573,-0.0407516
8164,0.4,-0.05,0.400128,0.395775,-0.0502556,-0.040809
8165,0.4,-0.05,0.400127,0.395806,-0.0502539,-0.0408659
8166,0.4,-0.05,0.400126,0.395837,-0.0502522,-0.0409224
8167,0.4,-0.05,0.400126,0.395868,-0.0502505,-0.0409785
8168,0.4,-0.05,0.400125,0.395899,-0.0502488,-0.0410342
8169,0.4,-0.05,0.400124,0.395929,-0.0502472,-0.0410894
8170,0.4,-0.05,0.400123,0.395959,-0.0502455,-0.0411443
8171,0.4,-0.05,0.400122,0.395989,-0.0502439,-0.0411988
8172,0.4,-0.05,0.400121,0.396019,-0.0502423,-0.0412528
8173,0.4,-0.05,0.400121,0.396048,-0.0502407,-0.0413065
8174,0.4,-0.05,0.40012,0.396078,-0.0502391,-0.0413597
8175,0.4,-0.05,0.400119,0.396107,-0.0502375,-0.0414126
8176,0.4,-0.05,0.400118,0.396136,-0.0502359,-0.041465
8177,0.4,-0.05,0.400117,0.396165,-0.0502343,-0.0415171
8178,0.4,-0.05,0.400117,0.396194,-0.0502328,-0.0415688
8179,0.4,-0.05,0.400116,0.396222,-0.0502312,-0.0416201
8180,0.4,-0.05,0.400115,0.39625,-0.0502297,-0.041671
8181,0.4,-0.05,0.400114,0.396279,-0.0502281,-0.0417216
8182,0.4,-0.05,0.400114,0.396307,-0.0502266,-0.0417717
8183,0.4,-0.05,0.400113,0.396334,-0.0502251,-0.0418215
8184,0.4,-0.05,0.400112,0.396362,-0.0502236,-0.0418709
8185,0.4,-0.05,0.400111,0.39639,-0.0502221,-0.0419199
8186,0.4,-0.05,0.400111,0.396417,-0.0502206,-0.0419686
8187,0.4,-0.05,0.40011,0.396444,-0.0502192,-0.0420169
8188,0.4,-0.05,0.400109,0.396471,-0.0502177,-0.0420648
8189,0.4,-0.05,0.400108,0.396498,-0.0502163,-0.0421124
8190,0.4,-0.05,0.400108,0.396525,-0.0502148,-0.0421596
8191,0.4,-0.05,0.400107,0.396551,-0.0502134,-0.0422064
8192,0.4,-0.05,0.400106,0.396577,-0.050212,-0.0422529
8193,0.4,-0.05,0.400106,0.396604,-0.0502106,-0.042299
8194,0.4,-0.05,0.400105,0.39663,-0.0502092,-0.0423448
8195,0.4,-0.05,0.400104,0.396656,-0.0502078,-0.0423902
8196,0.4,-0.05,0.400103,0.396681,-0.0502064,-0.0424353
8197,0.4,-0.05,0.400103,0.396707,-0.050205,-0.04248
8198,0.4,-0.05,0.400102,0.396732,-0.0502037,-0.0425244
8199,0.4,-0.05,0.400101,0.396758,-0.0502023,-0.0425685
8200,0.4,-0.05,0.400101,0.396783,-0.050201,-0.0426122
8201,0.4,-0.05,0.4001,0.396808,-0.0501996,-0.0426555
8202,0.4,-0.05,0.400099,0.396832,-0.0501983,-0.0426985
8203,0.4,-0.05,0.400099,0.396857,-0.050197,-0.0427412
8204,0.4,-0.05,0.400098,0.396882,-0.0501957,-0.0427836
8205,0.4,-0.05,0.400097,0.396906,-0.0501944,-0.0428256
8206,0.4,-0.05,0.400097,0.39693,-0.0501931,-0.0428673
8207,0.4,-0.05,0.400096,0.396954,-0.0501918,-0.0429087
8208,0.4,-0.05,0.400095,0.396978,-0.0501905,-0.0429498
8209,0.4,-0.05,0.400095,0.397002,-0.0501892,-0.0429905
8210,0.4,-0.05,0.400094,0.397026,-0.050188,-0.0430309
8211,0.4,-0.05,0.400094,0.39705,-0.0501867,-0.043071
8212,0.4,-0.05,0.400093,0.397073,-0.0501855,-0.0431108
8213,0.4,-0.05,0.400092,0.397096,-0.0501842,-0.0431502
8214,0.4,-0.05,0.400092,0.397119,-0.050183,-0.0431894
8215,0.4,-0.05,0.400091,0.397142,-0.0501818,-0.0432282
8216,0.4,-0.05,0.400091,0.397165,-0.0501806,-0.0432667
8217,0.4,-0.05,0.40009,0.397188,-0.0501794,-0.0433049
8218,0.4,-0.05,0.400089,0.397211,-0.0501782,-0.0433428
8219,0.4,-0.05,0.400089,0.397233,-0.050177,-0.0433804
8220,0.4,-0.05,0.400088,0.397256,-0.0501758,-0.0434177
8221,0.4,-0.05,0.400088,0.397278,-0.0501747,-0.0434547
8222,0.4,-0.05,0.400087,0.3973,-0.0501735,-0.0434914
8223,0.4,-0.05,0.400086,0.397322,-0.0501723,-0.0435278
8224,0.4,-0.05,0.400086,0.397344,-0.0501712,-0.0435639
8225,0.4,-0.05,0.400085,0.397366,-0.0501701,-0.0435997
8226,0.4,-0.05,0.400085,0.397387,-0.0501689,-0.0436352
8227,0.4,-0.05,0.400084,0.397409,-0.0501678,-0.0436705
8228,0.4,-0.05,0.400084,0.39743,-0.0501667,-0.0437054
8229,0.4,-0.05,0.400083,0.397452,-0.0501656,-0.04374
8230,0.4,-0.05,0.400082,0.397473,-0.0501645,-0.0437744
8231,0.4,-0.05,0.400082,0.397494,-0.0501634,-0.0438085
8232,0.4,-0.05,0.400081,0.397515,-0.0501623,-0.0438423
8233,0.4,-0.05,0.400081,0.397535,-0.0501612,-0.0438758
8234,0.4,-0.05,0.40008,0.397556,-0.0501601,-0.043909
8235,0.4,-0.05,0.40008,0.397577,-0.0501591,-0.043942
8236,0.4,-0.05,0.400079,0.397597,-0.050158,-0.0439746
8237,0.4,-0.05,0.400079,0.397618,-0.050157,-0.044007
8238,0.4,-0.05,0.400078,0.397638,-0.0501559,-0.0440391
8239,0.4,-0.05,0.400078,0.397658,-0.0501549,-0.044071
8240,0.4,-0.05,0.400077,0.397678,-0.0501539,-0.0441026
8241,0.4,-0.05,0.400077,0.397698,-0.0501528,-0.0441339
8242,0.4,-0.05,0.400076,0.397718,-0.0501518,-0.0441649
8243,0.4,-0.05,0.400076,0.397738,-0.0501508,-0.0441957
8244,0.4,-0.05,0.400075,0.397757,-0.0501498,-0.0442262
8245,0.4,-0.05,0.400075,0.397777,-0.0501488,-0.0442564
8246,0.4,-0.05,0.400074,0.397796,-0.0501478,-0.0442864
8247,0.4,-0.05,0.400074,0.397815,-0.0501468,-0.0443161
8248,0.4,-0.05,0.400073,0.397835,-0.0501459,-0.0443456
8249,0.4,-0.05,0.400073,0.397854,-0.0501449,-0.0443748
8250,0.4,-0.05,0.400072,0.397873,-0.0501439,-0.0444038
8251,0.4,-0.05,0.400072,0.397892,-0.050143,-0.0444324
8252,0.4,-0.05,0.400071,0.39791,-0.050142,-0.0444609
8253,0.4,-0.05,0.400071,0.397929,-0.0501411,-0.0444891
8254,0.4,-0.05,0.40007,0.397948,-0.0501401,-0.044517
8255,0.4,-0.05,0.40007,0.397966,-0.0501392,-0.0445447
8256,0.4,-0.05,0.400069,0.397985,-0.0501383,-0.0445721
8257,0.4,-0.05,0.400069,0.398003,-0.0501373,-0.0445993
8258,0.4,-0.05,0.400068,0.398021,-0.0501364,-0.0446262
8259,0.4,-0.05,0.400068,0.39804,-0.0501355,-0.0446529
8260,0.4,-0.05,0.400067,0.398058,-0.0501346,-0.0446793
8261,0.4,-0.05,0.400067,0.398076,-0.0501337,-0.0447055
8262,0.4,-0.05,0.400067,0.398094,-0.0501328,-0.0447315
8263,0.4,-0.05,0.400066,0.398111,-0.0501319,-0.0447572
8264,0.4,-0.05,0.400066,0.398129,-0.0501311,-0.0447827
8265,0.4,-0.05,0.400065,0.398147,-0.0501302,-0.0448079
8266,0.4,-0.05,0.400065,0.398164,-0.0501293,-0.0448329
8267,0.4,-0.05,0.400064,0.398182,-0.0501285,-0.0448577
8268,0.4,-0.05,0.400064,0.398199,-0.0501276,-0.0448822
8269,0.4,-0.05,0.400064,0.398216,-0.0501268,-0.0449065
8270,0.4,-0.05,0.400063,0.398234,-0.0501259,-0.0449306
8271,0.4,-0.05,0.400063,0.398251,-0.0501251,-0.0449544
8272,0.4,-0.05,0.400062,0.398268,-0.0501243,-0.044978
8273,0.4,-0.05,0.400062,0.398285,-0.0501234,-0.0450014
8274,0.4,-0.05,0.400061,0.398302,-0.0501226,-0.0450245
8275,0.4,-0.05,0.400061,0.398318,-0.0501218,-0.0450474
8276,0.4,-0.05,0.400061,0.398335,-0.050121,-0.0450701
8277,0.4,-0.05,0.40006,0.398352,-0.0501202,-0.0450926
8278,0.4,-0.05,0.40006,0.398368,-0.0501194,-0.0451148
8279,0.4,-0.05,0.400059,0.398385,-0.0501186,-0.0451368
8280,0.4,-0.05,0.400059,0.398401,-0.0501178,-0.0451586
8281,0.4,-0.05,0.400059,0.398418,-0.050117,-0.0451802
8282,0.4,-0.05,0.400058,0.398434,-0.0501162,-0.0452016
8283,0.4,-0.05,0.400058,0.39845,-0.0501155,-0.0452227
8284,0.4,-0.05,0.400057,0.398466,-0.0501147,-0.0452436
8285,0.4,-0.05,0.400057,0.398482,-0.0501139,-0.0452643
8286,0.4,-0.05,0.400057,0.398498,-0.0501132,-0.0452848
8287,0.4,-0.05,0.400056,0.398514,-0.0501124,-0.045305
8288,0.4,-0.05,0.400056,0.39853,-0.0501117,-0.0453251
8289,0.4,-0.05,0.400056,0.398546,-0.0501109,-0.0453449
8290,0.4,-0.05,0.400055,0.398562,-0.0501102,-0.0453646
8291,0.4,-0.05,0.400055,0.398577,-0.0501094,-0.045384
8292,0.4,-0.05,0.400054,0.398593,-0.0501087,-0.0454032
8293,0.4,-0.05,0.400054,0.398608,-0.050108,-0.0454222
8294,0.4,-0.05,0.400054,0.398624,-0.0501073,-0.045441
8295,0.4,-0.05,0.400053,0.398639,-0.0501066,-0.0454595
8296,0.4,-0.05,0.400053,0.398655,-0.0501059,-0.0454779
8297,0.4,-0.05,0.400053,0.39867,-0.0501051,-0.0454961
8298,0.4,-0.05,0.400052,0.398685,-0.0501044,-0.045514
8299,0.4,-0.05,0.400052,0.3987,-0.0501038,-0.0455318
8300,0.4,-0.05,0.400052,0.398715,-0.0501031,-0.0455493
8301,0.4,-0.05,0.400051,0.39873,-0.0501024,-0.0455667
8302,0.4,-0.05,0.400051,0.398745,-0.0501017,-0.0455838
8303,0.4,-0.05,0.400051,0.39876,-0.050101,-0.0456008
8304,0.4,-0.05,0.40005,0.398775,-0.0501003,-0.0456175
8305,0.4,-0.05,0.40005,0.39879,-0.0500997,-0.0456341
8306,0.4,-0.05,0.40005,0.398805,-0.050099,-0.0456504
8307,0.4,-0.05,0.400049,0.398819,-0.0500984,-0.0456665
8308,0.4,-0.05,0.400049,0.398834,-0.0500977,-0.0456825
8309,0.4,-0.05,0.400049,0.398849,-0.0500971,-0.0456982
8310,0.4,-0.05,0.400048,0.398863,-0.0500964,-0.0457138
8311,0.4,-0.05,0.400048,0.398878,-0.0500958,-0.0457292
8312,0.4,-0.05,0.400048,0.398892,-0.0500951,-0.0457443
8313,0.4,-0.05,0.400047,0.398906,-0.0500945,-0.0457593
8314,0.4,-0.05,0.400047,0.398921,-0.0500939,-0.0457741
8315,0.4,-0.05,0.400047,0.398935,-0.0500932,-0.0457886
8316,0.4,-0.05,0.400046,0.398949,-0.0500926,-0.045803
8317,0.4,-0.05,0.400046,0.398963,-0.050092,-0.0458172
8318,0.4,-0.05,0.400046,0.398977,-0.0500914,-0.0458313
8319,0.4,-0.05,0.400046,0.398991,-0.0500908,-0.0458451
8320,0.4,-0.05,0.400045,0.399005,-0.0500902,-0.0458587
8321,0.4,-0.05,0.400045,0.399019,-0.0500896,-0.0458721
8322,0.4,-0.05,0.400045,0.399033,-0.050089,-0.0458854
8323,0.4,-0.05,0.400044,0.399047,-0.0500884,-0.0458985
8324,0.4,-0.05,0.400044,0.399061,-0.0500878,-0.0459113
8325,0.4,-0.05,0.400044,0.399075,-0.0500872,-0.045924
8326,0.4,-0.05,0.400043,0.399089,-0.0500866,-0.0459365
8327,0.4,-0.05,0.400043,0.399102,-0.0500861,-0.0459489
8328,0.4,-0.05,0.400043,0.399116,-0.0500855,-0.045961
8329,0.4,-0.05,0.400043,0.39913,-0.0500849,-0.045973
